observation_id,gbifID,decimalLatitude,decimalLongitude,bdticm,bldfie,cecsol,clyppt,orcdrc,phihox,sltppt,sndppt
1110915895,1110915895,48.68887,4.97005,1365,1347,13,18,34,53,48,33
1110916359,1110916359,49.68694,4.31578,1553,1346,16,24,24,61,53,23
1110918326,1110918326,48.32438,5.22632,1597,1285,19,28,28,63,44,29
1110925585,1110925585,48.24335,1.31608,2351,1397,17,25,15,69,60,15
1110927864,1110927864,47.25157,1.2149,1745,1433,15,24,14,65,47,30
1110928885,1110928885,47.05368,0.29894,2171,1436,17,23,14,69,41,36
1110930904,1110930904,47.9646,5.21121,1642,1394,22,31,23,69,45,24
1110931277,1110931277,47.5935,0.27164,1564,1402,16,24,12,65,45,32
1110931390,1110931390,46.8848,0.83291,1943,1396,17,24,18,69,42,35
1110932038,1110932038,47.05669,0.43061,2281,1417,19,26,12,72,46,29
1110932443,1110932443,48.04323,0.24846,1438,1394,14,18,17,61,45,37
1110936520,1110936520,46.9637,0.30344,1926,1425,19,27,14,73,48,25
1110939757,1110939757,48.69305,4.69841,2226,1457,15,20,12,71,49,31
1110944103,1110944103,48.31301,0.23436,1520,1429,18,24,19,69,53,22
1110946292,1110946292,47.42718,0.94367,1846,1402,16,22,15,67,38,39
1110949760,1110949760,47.15946,1.08593,1511,1374,12,18,18,59,40,42
1110954669,1110954669,48.60498,4.55989,2272,1409,18,29,13,76,50,21
1110958631,1110958631,49.15147,3.89094,1329,1369,16,25,15,62,50,25
1110961492,1110961492,46.9772,0.9608,1814,1443,15,22,16,66,49,29
1110961584,1110961584,47.23951,0.55412,1281,1411,12,18,13,63,44,38
1110962199,1110962199,49.32891,4.16909,1723,1443,16,26,12,78,53,21
1110964258,1110964258,49.14055,4.85015,1839,1433,18,22,16,69,54,23
1110967049,1110967049,49.05066,4.84694,2116,1396,19,29,20,73,55,16
1110970983,1110970983,48.78297,4.70133,1894,1423,14,19,14,66,47,34
1110973529,1110973529,49.24028,4.02978,2313,1435,17,24,12,68,31,46
1110974181,1110974181,48.24519,1.45076,1923,1423,15,25,17,66,48,26
1110975266,1110975266,48.69661,4.42673,2132,1390,17,27,16,75,51,23
1110977374,1110977374,47.0648,0.82568,1810,1401,19,27,16,71,46,27
1110978216,1110978216,48.77878,4.97344,1398,1323,13,18,23,51,49,32
1110979750,1110979750,48.88267,3.74997,2187,1405,15,25,14,72,60,15
1110980523,1110980523,48.24135,1.18141,2153,1419,14,21,13,64,63,16
1110981848,1110981848,48.51504,1.44279,2591,1411,16,23,11,68,62,15
1110983055,1110983055,48.69104,4.83423,2172,1426,16,23,12,69,51,26
1110983216,1110983216,48.88406,3.47726,1727,1412,17,25,17,69,56,19
1110984721,1110984721,48.70419,3.47562,1761,1401,17,25,15,69,51,25
1110986562,1110986562,47.24223,0.68625,1897,1438,18,27,15,73,47,25
1110989022,1110989022,48.7028,3.74739,2940,1463,19,26,14,74,53,21
1110989638,1110989638,48.24841,1.72014,2683,1428,20,26,16,73,54,20
1110990359,1110990359,48.79274,3.74868,1830,1414,15,24,16,69,54,22
1110990902,1110990902,48.70357,3.61151,1462,1356,16,20,19,53,51,29
1110992469,1110992469,47.67692,0.00065,1525,1369,11,17,12,58,30,53
1110992623,1110992623,47.9646,0.78879,1436,1447,14,20,15,66,56,24
1110995431,1110995431,47.77341,0.26241,1355,1399,15,21,17,62,37,41
1110995606,1110995606,47.68346,0.26703,1843,1430,12,19,12,64,32,49
1110998691,1110998691,47.68649,0.40025,1520,1397,14,25,14,65,42,33
1110998759,1110998759,48.78095,4.83739,1673,1379,14,20,22,63,44,36
1111000596,1111000596,48.30287,-0.16996,1254,1422,14,21,14,63,54,25
1111001223,1111001223,49.33016,4.03157,1634,1444,17,26,13,76,54,21
1111001889,1111001889,47.78467,0.79626,1936,1423,15,27,15,71,52,21
1111002288,1111002288,47.87936,1.05999,2131,1403,15,24,16,68,60,16
1111003914,1111003914,46.63415,2.54249,2780,1425,17,26,16,66,37,37
1111005140,1111005140,47.17105,2.00982,1499,1428,14,21,16,67,43,36
1111005440,1111005440,47.08433,2.53867,1682,1424,18,27,14,73,43,30
1111009167,1111009167,47.76686,-0.00442,1478,1427,13,23,11,68,48,28
1111009757,1111009757,47.08298,2.27506,1561,1416,19,26,18,67,37,37
1111010818,1111010818,48.22309,0.23908,1679,1459,16,23,12,71,53,23
1111011032,1111011032,46.99475,2.67103,1832,1410,19,28,17,71,48,24
1111011483,1111011483,47.96933,1.0567,1634,1418,14,19,18,64,59,22
1111012244,1111012244,47.17511,2.80195,1724,1403,20,31,16,73,45,24
1111012673,1111012673,47.62218,2.1346,1696,1403,10,15,17,53,36,49
1111013380,1111013380,46.63356,2.41177,1651,1416,16,24,16,66,40,36
1111014066,1111014066,47.43535,1.47418,2542,1438,15,19,11,67,39,42
1111016669,1111016669,47.43157,1.20891,1822,1374,10,16,28,51,32,52
1111016759,1111016759,47.52535,1.47161,1902,1437,14,17,11,64,37,46
1111016929,1111016929,47.34988,1.87405,2098,1406,13,13,20,59,30,57
1111019401,1111019401,47.25534,1.47929,1991,1400,14,20,19,60,33,47
1111022004,1111022004,47.14366,0.29443,2411,1391,14,20,17,65,31,49
1111023820,1111023820,47.32949,0.55002,1391,1427,15,20,13,65,41,39
1111024508,1111024508,47.32361,0.28536,1662,1313,11,19,28,52,30,51
1111025752,1111025752,47.34852,1.74161,2283,1438,16,23,13,68,36,41
1111029373,1111029373,47.42945,1.07628,1859,1424,16,22,12,70,51,27
1111030939,1111030939,47.33478,0.81474,1434,1440,13,20,11,64,44,36
1111031064,1111031064,47.51717,0.94021,1845,1431,14,22,13,68,47,31
1111031675,1111031675,47.42476,0.81107,2379,1444,14,18,10,70,43,39
1111031830,1111031830,47.34535,1.47674,2114,1434,15,23,11,69,36,41
1111032301,1111032301,48.15982,1.85679,2299,1425,20,28,12,73,51,22
1111033786,1111033786,48.60822,4.28866,1804,1392,19,24,18,66,42,35
1111034338,1111034338,48.51674,1.57817,1989,1407,15,25,15,71,59,16
1111035791,1111035791,48.60961,4.15303,1846,1448,16,25,18,76,54,21
1111036580,1111036580,48.34376,3.60733,2285,1426,18,30,16,72,55,15
1111039078,1111039078,48.78809,1.7069,1290,1389,11,15,22,51,45,40
1111039747,1111039747,48.33684,1.58303,2463,1423,15,24,12,68,59,17
1111042351,1111042351,47.95009,0.11925,1933,1449,15,25,16,67,46,29
1111045343,1111045343,48.40292,0.22963,841,1297,13,18,24,49,54,28
1111046893,1111046893,48.70187,2.11673,1850,1358,18,16,34,64,46,39
1111048088,1111048088,48.79181,2.11521,2061,1394,17,21,14,64,43,36
1111059035,1111059035,48.87645,1.56835,1858,1401,15,22,15,71,53,24
1111059180,1111059180,48.22907,0.50825,1353,1386,15,19,16,63,51,30
1111059198,1111059198,48.30978,0.09957,1634,1382,17,24,22,64,48,28
1111062346,1111062346,47.33946,1.07951,1787,1449,13,22,13,63,43,35
1111062872,1111062872,46.79719,0.96757,1351,1421,18,31,14,73,48,21
1111066396,1111066396,48.15691,4.41215,2230,1404,19,32,19,72,50,18
1111068632,1111068632,48.06526,4.54398,1703,1390,18,29,19,68,46,25
1111069150,1111069150,48.15523,4.54661,1987,1406,22,34,19,74,55,11
1111069211,1111069211,47.32044,0.15305,1443,1338,13,20,14,53,36,44
1111071890,1111071890,47.15224,0.69012,2242,1438,15,22,13,70,45,33
1111079160,1111079160,47.69212,5.33327,1973,1384,20,32,18,73,49,18
1111081755,1111081755,47.1548,0.82205,1946,1416,18,27,12,73,48,26
1111081834,1111081834,47.24946,1.08272,1859,1436,17,26,17,71,53,21
1111082682,1111082682,47.60215,5.32934,1950,1409,22,31,20,71,46,22
1111085119,1111085119,48.32684,0.90854,1532,1435,16,26,15,69,62,13
1111086964,1111086964,47.78208,5.33722,1871,1257,20,28,24,61,42,31
1111087353,1111087353,48.7946,2.65968,2061,1411,16,21,17,68,39,39
1111089885,1111089885,48.2369,5.08789,1894,1396,19,26,19,66,47,27
1111090187,1111090187,48.32915,1.04342,1298,1416,15,21,14,63,55,24
1111092074,1111092074,49.06484,3.06842,1809,1416,16,24,13,67,44,32
1111095617,1111095617,48.06342,4.6782,1698,1313,21,32,36,60,51,17
1111095980,1111095980,49.06484,2.93158,1948,1434,17,24,11,75,62,14
1111097850,1111097850,48.79491,3.20419,2063,1416,17,25,12,71,53,23
1111097861,1111097861,48.61085,1.98261,1808,1381,16,16,15,55,43,41
1111102633,1111102633,48.5209,1.98435,1839,1366,16,21,15,56,43,36
1111104234,1111104234,48.78654,1.57081,2395,1423,15,22,13,68,59,19
1111107998,1111107998,48.96637,1.56587,1895,1394,14,23,13,69,59,18
1111111070,1111111070,48.15339,4.68105,1936,1379,22,33,17,75,52,16
1111115449,1111115449,48.32177,5.36117,1521,1328,19,27,23,65,52,20
1111115775,1111115775,47.69713,5.06674,1883,1334,21,27,20,67,44,29
1111120675,1111120675,47.78467,5.20374,1815,1373,24,31,22,69,46,23
1111124334,1111124334,48.3333,4.6868,1365,1390,14,19,16,61,46,35
1111125826,1111125826,47.87204,5.34118,1740,1381,20,31,15,68,44,26
1111125921,1111125921,47.87464,5.20747,1528,1344,21,30,27,64,49,21
1111128471,1111128471,47.962,5.34515,1712,1324,21,29,35,64,47,24
1111128514,1111128514,48.43372,3.60837,1497,1414,16,22,16,62,56,23
1111131166,1111131166,48.34099,4.01218,1988,1434,17,25,16,72,51,24
1111131861,1111131861,48.78948,1.843,1661,1411,16,24,14,71,49,26
1111137258,1111137258,48.61425,3.4748,2181,1407,15,27,15,75,63,11
1111138083,1111138083,48.61363,3.61046,2154,1416,16,25,16,70,47,27
1111138726,1111138726,48.97057,1.97557,1723,1436,17,22,11,69,38,40
1111139691,1111139691,48.69955,4.15501,1954,1425,19,28,16,75,58,14
1111141093,1111141093,48.69816,1.70913,1628,1333,12,17,17,51,49,34
1111145310,1111145310,49.06328,2.38425,2238,1425,14,22,12,71,60,18
1111148596,1111148596,49.0625,2.24743,1694,1425,15,25,12,73,59,16
1111148653,1111148653,48.43295,3.74355,1998,1431,18,27,18,76,52,21
1111151326,1111151326,48.33976,4.14712,1928,1430,19,28,20,76,48,24
1111152568,1111152568,48.42972,4.14908,2225,1419,19,25,18,73,49,26
1111154661,1111154661,46.35142,4.7557,2034,1367,18,26,20,64,39,35
1111156119,1111156119,46.79719,5.03243,2438,1378,13,18,23,58,39,43
1111159380,1111159380,49.15038,1.97201,1463,1440,16,22,11,71,62,15
1111159883,1111159883,48.60111,4.83108,1781,1436,16,21,13,69,49,30
1111160450,1111160450,48.50424,5.23396,1822,1362,18,26,24,68,50,24
1111161865,1111161865,47.35516,3.19871,1532,1369,15,26,23,60,45,29
1111163339,1111163339,48.50162,5.36927,2199,1374,21,30,24,75,55,15
1111164848,1111164848,48.52429,3.47399,2724,1383,18,27,17,69,53,20
1111165437,1111165437,47.42219,0.67848,1761,1427,17,22,12,68,36,42
1111167941,1111167941,48.5209,4.01565,2531,1445,22,26,15,76,50,24
1111170825,1111170825,47.88851,1.72881,1972,1415,15,20,12,67,34,45
1111172128,1111172128,46.71837,1.75621,1371,1349,12,21,33,55,45,34
1111179036,1111179036,48.97259,3.75127,1292,1383,12,21,20,58,52,27
1111182528,1111182528,48.406,0.36467,1470,1405,15,23,15,68,56,20
1111213527,1111213527,47.16157,1.21789,1753,1433,15,23,13,68,50,27
1111213732,1111213732,47.08508,2.80228,1433,1414,21,33,17,72,44,23
1111214530,1111214530,46.72419,2.54173,2298,1402,17,27,17,64,36,37
1111214893,1111214893,47.44518,2.80096,1994,1424,16,24,18,68,53,24
1111215756,1111215756,47.89522,2.79927,2283,1424,17,27,17,71,50,23
1111216568,1111216568,47.34157,1.21191,2033,1420,14,20,17,62,35,45
1111216878,1111216878,47.60715,0.93674,1755,1427,15,23,13,68,52,25
1111216968,1111216968,47.1721,2.14183,2101,1410,13,19,16,59,31,50
1111221025,1111221025,47.35516,2.80129,2288,1372,19,26,17,69,46,28
1111221954,1111221954,47.6947,0.79998,1997,1411,15,25,15,67,57,19
1111222136,1111222136,47.60943,1.0698,2554,1403,16,24,13,66,49,28
1111222879,1111222879,47.51944,1.07305,1707,1410,14,21,13,63,40,38
1111223688,1111223688,48.32915,4.95658,1648,1330,21,28,32,65,48,24
1111225992,1111225992,46.9667,0.43488,1362,1401,16,25,16,67,39,36
1111226590,1111226590,48.4117,5.36521,2138,1385,22,31,21,73,55,14
1111228010,1111228010,48.43203,2.12127,2172,1410,16,26,12,70,49,25
1111229478,1111229478,46.88719,0.96419,1672,1392,12,21,20,61,33,46
1111229566,1111229566,47.50354,0.27623,1721,1425,15,24,13,66,38,38
1111231210,1111231210,46.88225,0.70164,1283,1385,12,18,15,52,43,39
1111231529,1111231529,47.7935,1.33032,3062,1428,19,27,14,72,52,21
1111232062,1111232062,46.79479,0.83651,2545,1420,15,21,14,68,38,41
1111232882,1111232882,46.62342,4.63376,2235,1331,18,24,29,61,42,33
1111233840,1111233840,47.5349,2.6677,1629,1402,16,27,16,70,50,23
1111234627,1111234627,49.15241,3.75388,1648,1417,17,29,19,71,58,13
1111235403,1111235403,47.51717,5.05979,1715,1392,17,21,16,64,46,33
1111235560,1111235560,47.78939,4.93673,2323,1370,22,30,22,73,55,15
1111237171,1111237171,47.53444,2.53479,1774,1399,17,24,11,70,49,27
1111237482,1111237482,46.90367,3.59116,1791,1371,18,28,26,64,45,27
1111237662,1111237662,46.90097,3.98524,1109,1226,15,16,40,53,39,46
1111237856,1111237856,46.90292,3.72252,2261,1350,18,27,25,61,40,33
1111238613,1111238613,46.80526,4.50808,1571,1350,14,20,24,58,37,43
1111238636,1111238636,48.25486,3.33683,2000,1424,19,30,14,75,47,23
1111238903,1111238903,46.98845,4.25001,1612,1414,12,21,20,61,41,37
1111239423,1111239423,47.08103,2.01147,2150,1405,23,33,17,76,49,17
1111240292,1111240292,47.08523,2.93409,2573,1417,16,23,17,67,41,36
1111242042,1111242042,46.72494,2.8036,1559,1392,17,23,18,62,40,36
1111243909,1111243909,47.16985,1.87781,1982,1429,17,25,15,70,51,24
1111247254,1111247254,47.06225,0.69397,1524,1414,17,26,14,73,47,28
1111247397,1111247397,46.90502,3.19706,1885,1419,16,26,18,63,37,37
1111247864,1111247864,47.35109,3.9935,973,1236,15,16,35,49,36,48
1111249131,1111249131,47.24946,4.91728,1693,1249,20,27,36,56,43,30
1111249506,1111249506,46.72285,2.27987,1806,1428,14,24,13,69,48,28
1111249515,1111249515,46.44515,4.49813,1844,1307,15,19,29,56,35,47
1111249611,1111249611,48.34437,3.47237,2326,1402,17,30,11,74,59,10
1111249846,1111249846,47.62536,2.93343,1265,1381,11,19,24,52,48,33
1111250856,1111250856,46.90292,2.27748,1486,1389,15,21,22,58,37,42
1111253178,1111253178,48.78483,4.56526,1990,1401,18,27,19,75,55,18
1111257226,1111257226,48.15845,1.72232,2345,1425,19,25,13,72,52,23
1111259937,1111259937,48.41432,5.23013,1700,1345,21,27,19,65,47,26
1111261168,1111261168,48.87475,4.56797,2066,1406,16,26,17,75,50,24
1111261922,1111261922,49.32421,4.58162,1448,1429,18,28,15,73,53,19
1111266021,1111266021,49.59379,4.58993,1276,1360,18,27,20,65,52,21
1111267168,1111267168,49.32234,4.71911,1966,1438,19,25,15,73,48,27
1111267436,1111267436,47.68649,5.59975,1724,1320,17,27,23,63,44,30
1111268930,1111268930,49.32594,4.44412,2278,1400,18,26,15,71,50,24
1111271817,1111271817,48.42833,1.71576,2703,1419,17,26,16,71,62,12
1111272189,1111272189,47.0672,5.0426,2410,1348,13,20,25,55,43,37
1111273547,1111273547,47.15946,4.91407,2075,1324,19,27,24,63,45,29
1111274282,1111274282,47.17481,2.66993,1755,1391,20,32,17,73,52,16
1111280771,1111280771,48.2392,4.95325,1712,1389,21,29,23,63,49,22
1111281284,1111281284,46.9772,5.0392,2576,1387,12,18,20,60,44,38
1111281398,1111281398,47.44307,2.27019,1709,1354,10,13,18,51,28,59
1111281691,1111281691,47.60215,0.67066,1227,1403,12,15,15,55,49,35
1111286176,1111286176,49.05783,4.29982,2173,1448,14,26,15,75,51,23
1111288140,1111288140,47.79152,4.80321,1524,1295,18,26,29,56,44,31
1111288403,1111288403,46.90502,2.80294,2041,1435,20,29,18,71,45,26
1111288959,1111288959,47.51217,5.32542,2089,1374,21,32,19,72,48,20
1111292044,1111292044,47.43354,1.34154,1966,1441,15,21,11,70,39,40
1111292280,1111292280,48.61425,2.5252,2484,1391,17,27,13,71,47,25
1111293047,1111293047,47.06946,1.08912,1794,1399,16,24,17,68,38,39
1111295922,1111295922,47.4411,2.00483,1772,1391,10,12,16,56,26,62
1111297048,1111297048,47.59942,0.53764,1809,1416,17,27,14,72,48,24
1111298121,1111298121,47.69212,0.66673,1826,1424,16,23,16,68,57,20
1111300699,1111300699,47.53217,2.13606,1703,1425,13,18,13,64,38,44
1111301742,1111301742,47.32663,0.41768,1829,1402,16,22,16,69,36,42
1111302035,1111302035,49.50567,4.44917,2273,1433,18,19,13,74,51,30
1111304449,1111304449,49.50865,4.17318,1590,1434,17,23,11,70,56,21
1111305573,1111305573,48.96932,1.83899,2113,1427,17,22,12,69,36,42
1111305821,1111305821,48.16519,2.79824,1465,1440,11,18,15,58,41,41
1111307894,1111307894,48.97166,2.11215,1812,1370,12,14,12,54,29,57
1111310668,1111310668,48.25379,3.60629,1911,1380,17,25,17,72,55,20
1111312240,1111312240,48.33837,4.28205,1744,1417,15,24,15,59,41,35
1111312913,1111312913,48.78948,4.157,1893,1444,16,25,15,77,54,21
1111314043,1111314043,49.23903,4.16706,1502,1422,17,25,14,75,51,24
1111318294,1111318294,48.06847,4.27551,2443,1413,18,29,19,73,58,13
1111324037,1111324037,47.6947,5.20002,1761,1331,23,29,24,61,44,28
1111328060,1111328060,49.05923,4.16302,2292,1437,16,25,16,76,51,25
1111329777,1111329777,47.96704,5.07726,1788,1305,19,28,40,60,47,25
1111330000,1111330000,47.87707,5.07375,1702,1313,20,28,26,63,47,24
1111333292,1111333292,49.41879,4.17113,2122,1444,16,24,13,72,50,27
1111337258,1111337258,49.59191,4.72814,1570,1351,16,24,29,60,52,24
1111340480,1111340480,48.34299,2.25772,2561,1411,19,28,15,71,55,17
1111342058,1111342058,46.9898,1.88155,2107,1399,22,31,19,76,52,17
1111342134,1111342134,48.69661,1.57327,2374,1412,14,20,13,66,58,22
1111345066,1111345066,48.43372,2.39163,1994,1405,14,20,14,63,46,35
1111345484,1111345484,49.41408,4.58438,1970,1417,19,28,14,76,52,20
1111347376,1111347376,49.41581,4.44664,2319,1403,22,26,19,75,54,20
1111347909,1111347909,48.4348,3.33799,2521,1413,19,26,12,74,52,22
1111349013,1111349013,46.80346,1.36082,1525,1395,14,22,16,64,40,38
1111351911,1111351911,46.44144,1.2414,1347,1397,13,21,17,61,42,37
1111352291,1111352291,46.70479,5.15991,2547,1398,14,19,21,63,45,36
1111356888,1111356888,48.88173,2.11368,2540,1391,18,19,18,69,37,44
1111358110,1111358110,49.06048,1.97379,1675,1427,15,24,11,74,59,17
1111358606,1111358606,47.78939,1.06327,2072,1388,16,24,16,67,39,37
1111361544,1111361544,47.80538,2.9332,1606,1432,14,22,17,67,55,23
1111362543,1111362543,46.54277,2.28225,1580,1387,11,17,20,60,38,45
1111362569,1111362569,49.15147,2.10906,1728,1402,16,23,14,65,40,37
1111363353,1111363353,46.90517,3.06569,2396,1402,17,26,18,66,40,34
1111368170,1111368170,48.34529,2.93252,2061,1379,20,27,13,73,49,25
1111369200,1111369200,47.26439,2.53712,1516,1389,14,23,18,56,46,32
1111370589,1111370589,48.88065,1.97734,1445,1390,11,17,14,63,47,36
1111371356,1111371356,48.52507,3.20314,2088,1426,16,26,15,72,59,15
1111372379,1111372379,47.26378,2.40488,1511,1409,15,25,15,61,43,32
1111372531,1111372531,48.97337,2.38532,2263,1411,17,24,18,69,33,43
1111373999,1111373999,46.54352,2.41275,1421,1376,14,19,22,63,40,41
1111374041,1111374041,47.78711,0.92976,1678,1407,16,24,15,70,51,24
1111375990,1111375990,47.14667,0.42631,2416,1418,18,24,13,72,44,32
1111376648,1111376648,47.50945,0.54178,1093,1403,10,17,14,52,37,47
1111377533,1111377533,46.8069,4.37697,1714,1280,13,17,27,58,32,50
1111378449,1111378449,47.60473,0.80369,1975,1423,15,25,19,69,58,17
1111378746,1111378746,47.59653,0.40463,1019,1383,13,20,17,60,40,40
1111379215,1111379215,47.69713,0.93326,2361,1388,15,23,17,68,54,23
1111380204,1111380204,47.51217,0.67458,1848,1431,15,21,15,64,44,35
1111381415,1111381415,48.15339,1.31895,1960,1430,16,22,14,66,61,18
1111382103,1111382103,46.71837,4.24379,1854,1309,13,19,21,57,36,45
1111382115,1111382115,46.991,3.98688,985,1058,18,18,41,50,40,42
1111383535,1111383535,46.99295,3.72373,1388,1408,18,28,18,66,46,26
1111385376,1111385376,48.97259,2.24873,1761,1378,19,24,15,66,39,37
1111389709,1111389709,46.9937,3.59215,1658,1334,15,24,26,61,49,27
1111390167,1111390167,47.71537,2.93332,1684,1407,16,27,15,72,55,18
1111390473,1111390473,47.35531,2.93376,2212,1412,18,26,17,69,51,23
1111392967,1111392967,46.71688,4.37469,1800,1352,15,23,31,60,39,37
1111393658,1111393658,46.79225,5.29454,2726,1409,13,19,16,62,43,38
1111394235,1111394235,46.52224,5.28317,2544,1385,15,18,19,61,46,36
1111394371,1111394371,46.61478,5.15633,2446,1402,12,21,17,61,43,36
1111398706,1111398706,48.60498,1.44011,2674,1392,14,22,18,66,61,18
1111399094,1111399094,48.61193,2.11825,1682,1423,16,25,13,69,46,29
1111401614,1111401614,46.61716,5.0257,2108,1357,12,21,19,60,41,38
1111401628,1111401628,46.79479,5.16349,2432,1414,16,20,19,65,44,35
1111401694,1111401694,46.9943,3.46056,1639,1330,17,28,28,62,45,28
1111401964,1111401964,48.60822,1.71134,1685,1386,14,14,13,61,47,39
1111403935,1111403935,46.6194,4.89507,3004,1416,16,20,20,65,46,34
1111405414,1111405414,46.99205,2.14469,1907,1384,18,30,20,71,49,20
1111408126,1111408126,47.26514,2.80162,1941,1412,20,29,14,72,54,17
1111409268,1111409268,48.24979,1.85484,2051,1434,19,27,12,74,54,20
1111409889,1111409889,46.72285,3.72013,1927,1362,15,24,24,60,38,37
1111412087,1111412087,46.53682,1.62985,1588,1406,13,18,16,58,41,41
1111414393,1111414393,47.43853,1.73949,1722,1387,9,11,12,54,27,61
1111414769,1111414769,47.35441,3.46365,2079,1414,19,29,18,70,48,24
1111415781,1111415781,46.81363,2.40982,2077,1402,21,29,22,67,40,31
1111416904,1111416904,47.53111,2.00315,1977,1369,9,11,18,52,25,64
1111417648,1111417648,47.87707,0.92625,2026,1417,15,23,17,70,60,18
1111418415,1111418415,48.4348,2.66201,1589,1409,13,14,15,51,38,49
1111420368,1111420368,49.67513,5.14647,1868,1372,16,27,20,63,48,25
1111420376,1111420376,48.05929,4.94661,1866,1414,20,30,16,73,54,16
1111421698,1111421698,48.42124,1.17519,1886,1416,13,22,15,65,62,16
1111422071,1111422071,47.88988,1.8626,1776,1430,17,23,13,67,33,44
1111422192,1111422192,47.89537,2.93309,1937,1420,17,21,20,68,60,19
1111424367,1111424367,48.61363,2.38954,2732,1440,16,23,12,68,38,39
1111424691,1111424691,47.68027,0.13383,1894,1419,13,18,13,64,37,45
1111425269,1111425269,48.88453,2.65909,2061,1424,12,14,29,57,29,57
1111425355,1111425355,47.97987,1.86067,2243,1399,16,24,14,68,36,41
1111425783,1111425783,48.12658,-0.02487,1281,1417,16,27,12,71,53,20
1111426898,1111426898,48.13914,0.51249,1328,1403,15,23,14,68,50,27
1111427923,1111427923,49.05627,1.56339,2113,1406,18,26,16,71,51,23
1111428460,1111428460,48.79491,2.79581,2334,1398,13,16,17,59,37,47
1111428583,1111428583,47.86015,0.12412,1675,1380,11,18,14,57,26,56
1111439914,1111439914,48.43434,2.52682,1613,1436,16,21,12,67,45,34
1111440375,1111440375,48.34437,2.52763,2159,1420,16,24,15,69,45,31
1111444225,1111444225,48.87801,1.70467,1690,1382,16,23,16,67,52,24
1111449341,1111449341,48.60961,1.84697,2698,1416,15,22,11,71,63,14
1111456247,1111456247,48.42972,1.85092,3345,1436,15,22,14,71,58,19
1111458608,1111458608,48.43095,1.98609,2610,1394,17,26,20,70,52,22
1111459655,1111459655,48.51967,1.84895,2558,1408,16,26,13,71,54,20
1111462086,1111462086,47.52535,4.52839,1377,1339,21,29,19,66,47,24
1111464321,1111464321,46.62521,1.49691,1593,1389,16,22,15,67,40,38
1111464734,1111464734,47.98216,3.87128,1825,1430,12,18,13,58,45,37
1111466297,1111466297,47.42945,4.92372,1638,1257,21,27,34,60,46,26
1111466571,1111466571,48.87941,1.841,2117,1414,15,25,16,70,61,14
1111467975,1111467975,47.97987,4.13933,2591,1408,21,32,21,72,52,16
1111469820,1111469820,47.52353,4.66125,2326,1388,23,30,21,71,55,15
1111471981,1111471981,47.89492,2.66545,2148,1418,19,26,16,72,42,32
1111473547,1111473547,46.99295,2.27627,2114,1432,20,28,15,71,47,26
1111474482,1111474482,48.79274,2.25132,2158,1371,14,18,13,63,45,37
1111475191,1111475191,48.34099,1.98782,2557,1399,18,26,12,72,54,19
1111475363,1111475363,47.80218,2.13167,2202,1435,16,21,13,67,34,45
1111479440,1111479440,46.53146,1.2385,1291,1391,13,20,17,57,42,38
1111480691,1111480691,47.8911,1.9964,2323,1418,18,24,20,67,35,41
1111482008,1111482008,47.6199,1.86835,1945,1415,12,14,12,59,29,57
1111482680,1111482680,46.72419,3.45827,2367,1420,12,20,20,60,34,46
1111483796,1111483796,47.07847,4.25209,1483,1311,14,19,27,55,40,40
1111483808,1111483808,47.62111,2.00147,1576,1388,10,18,11,51,28,54
1111484355,1111484355,48.52429,2.52601,2465,1423,16,26,19,68,46,29
1111484434,1111484434,47.1721,3.85817,1568,1326,14,19,18,57,41,41
1111485510,1111485510,49.14913,1.83496,1567,1426,15,22,10,72,63,15
1111485768,1111485768,47.61853,1.73524,2173,1395,10,15,9,54,29,56
1111488580,1111488580,47.1548,5.17795,3153,1435,19,27,19,71,46,26
1111489516,1111489516,47.34701,1.60917,2108,1435,11,15,14,56,30,54
1111489821,1111489821,47.35109,2.0065,1569,1337,9,10,25,50,24,66
1111489889,1111489889,47.79533,4.53614,1862,1373,21,27,20,67,46,26
1111491825,1111491825,47.257,4.3885,1896,1325,21,29,23,66,49,22
1111493913,1111493913,49.06157,2.11061,1937,1423,15,21,14,65,37,42
1111496883,1111496883,49.58986,4.86634,2443,1414,16,23,15,70,52,25
1111497855,1111497855,49.76731,5.01157,959,1125,14,15,57,45,46,38
1111500401,1111500401,47.53308,2.26896,1727,1386,11,16,14,57,34,49
1111501437,1111501437,47.44382,2.40288,1341,1376,10,19,26,49,41,40
1111502810,1111502810,47.35214,2.13895,1764,1351,10,11,17,50,26,63
1111504100,1111504100,47.08373,2.40686,1614,1399,20,26,16,69,38,36
1111508904,1111508904,49.42004,4.03337,1736,1441,16,22,14,72,49,28
1111510476,1111510476,49.5853,5.14271,1542,1256,17,26,31,57,49,25
1111512462,1111512462,48.96932,4.16101,2319,1464,16,24,16,73,47,29
1111513738,1111513738,47.98109,4.00531,1905,1407,19,28,16,73,51,21
1111514813,1111514813,48.34206,3.87723,1930,1407,16,26,15,70,52,22
1111515117,1111515117,49.50206,4.72512,1530,1392,18,28,17,67,48,24
1111517097,1111517097,48.06985,4.14127,2010,1396,19,23,20,61,48,29
1111517610,1111517610,49.58011,5.41902,1806,1325,20,25,26,61,41,33
1111519404,1111519404,49.50724,4.31118,2011,1417,18,28,13,76,60,12
1111519735,1111519735,49.42114,3.8956,1861,1406,17,22,15,70,43,35
